a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19
618,comm1,53784379,104411,RANK_1STSGT,RANK_1STSGT_FULL202,icon_alien_rank_comm200,53888791,ranked_up_619,,,,,,619,619,,RANK_SGT_FULL_N,,0
619,comm1,53888791,104440,RANK_1STSGT,RANK_1STSGT_FULL203,icon_alien_rank_comm201,53993231,ranked_up_620,,,,,,620,620,,RANK_SGT_FULL_N,,0
620,comm1,53993231,104468,RANK_1STSGT,RANK_1STSGT_FULL204,icon_alien_rank_comm202,54097699,ranked_up_621,,,,,,621,621,,RANK_SGT_FULL_N,,0
621,comm1,54097699,104497,RANK_1STSGT,RANK_1STSGT_FULL205,icon_alien_rank_comm203,54202196,ranked_up_622,,,,,,622,622,,RANK_SGT_FULL_N,,0
622,comm1,54202196,104525,RANK_1STSGT,RANK_1STSGT_FULL206,icon_alien_rank_comm204,54306720,ranked_up_623,,,,,,623,623,,RANK_SGT_FULL_N,,0
623,comm1,54306720,104553,RANK_1STSGT,RANK_1STSGT_FULL207,icon_alien_rank_comm205,54411273,ranked_up_624,,,,,,624,624,,RANK_SGT_FULL_N,,0
624,comm1,54411273,104581,RANK_1STSGT,RANK_1STSGT_FULL208,icon_alien_rank_comm206,54515855,ranked_up_625,,,,,,625,625,,RANK_SGT_FULL_N,,0
625,comm1,54515855,104609,RANK_1STSGT,RANK_1STSGT_FULL209,icon_alien_rank_comm207,54620464,ranked_up_626,,,,,,626,626,,RANK_SGT_FULL_N,,0
626,comm1,54620464,104637,RANK_1STSGT,RANK_1STSGT_FULL210,icon_alien_rank_comm208,54725102,ranked_up_627,,,,,,627,627,,RANK_SGT_FULL_N,,0
627,comm1,54725102,104666,RANK_1STSGT,RANK_1STSGT_FULL211,icon_alien_rank_comm209,54829767,ranked_up_628,,,,,,628,628,,RANK_SGT_FULL_N,,0
628,comm1,54829767,104694,RANK_1STSGT,RANK_1STSGT_FULL212,icon_alien_rank_comm210,54934461,ranked_up_629,,,,,,629,629,,RANK_SGT_FULL_N,,0
629,comm1,54934461,104721,RANK_1STSGT,RANK_1STSGT_FULL213,icon_alien_rank_comm211,55039182,ranked_up_630,,,,,,630,630,,RANK_SGT_FULL_N,,0
630,comm1,55039182,104749,RANK_1STSGT,RANK_1STSGT_FULL214,icon_alien_rank_comm212,55143931,ranked_up_631,,,,,,631,631,,RANK_SGT_FULL_N,,0
631,comm1,55143931,104777,RANK_1STSGT,RANK_1STSGT_FULL215,icon_alien_rank_comm213,55248709,ranked_up_632,,,,,,632,632,,RANK_SGT_FULL_N,,0
632,comm1,55248709,104805,RANK_1STSGT,RANK_1STSGT_FULL216,icon_alien_rank_comm214,55353514,ranked_up_633,,,,,,633,633,,RANK_SGT_FULL_N,,0
633,comm1,55353514,104833,RANK_1STSGT,RANK_1STSGT_FULL217,icon_alien_rank_comm215,55458347,ranked_up_634,,,,,,634,634,,RANK_SGT_FULL_N,,0
634,comm1,55458347,104861,RANK_1STSGT,RANK_1STSGT_FULL218,icon_alien_rank_comm216,55563207,ranked_up_635,,,,,,635,635,,RANK_SGT_FULL_N,,0
635,comm1,55563207,104888,RANK_1STSGT,RANK_1STSGT_FULL219,icon_alien_rank_comm217,55668095,ranked_up_636,,,,,,636,636,,RANK_SGT_FULL_N,,0
636,comm1,55668095,104916,RANK_1STSGT,RANK_1STSGT_FULL220,icon_alien_rank_comm218,55773011,ranked_up_637,,,,,,637,637,,RANK_SGT_FULL_N,,0
637,comm1,55773011,104944,RANK_1STSGT,RANK_1STSGT_FULL221,icon_alien_rank_comm219,55877955,ranked_up_638,,,,,,638,638,,RANK_SGT_FULL_N,,0
638,comm1,55877955,104971,RANK_1STSGT,RANK_1STSGT_FULL222,icon_alien_rank_comm220,55982926,ranked_up_639,,,,,,639,639,,RANK_SGT_FULL_N,,0
639,comm1,55982926,104999,RANK_1STSGT,RANK_1STSGT_FULL223,icon_alien_rank_comm221,56087925,ranked_up_640,,,,,,640,640,,RANK_SGT_FULL_N,,0
640,comm1,56087925,105026,RANK_1STSGT,RANK_1STSGT_FULL224,icon_alien_rank_comm222,56192951,ranked_up_641,,,,,,641,641,,RANK_SGT_FULL_N,,0
641,comm1,56192951,105054,RANK_1STSGT,RANK_1STSGT_FULL225,icon_alien_rank_comm223,56298004,ranked_up_642,,,,,,642,642,,RANK_SGT_FULL_N,,0
642,comm1,56298004,105081,RANK_1STSGT,RANK_1STSGT_FULL226,icon_alien_rank_comm224,56403085,ranked_up_643,,,,,,643,643,,RANK_SGT_FULL_N,,0
643,comm1,56403085,105108,RANK_1STSGT,RANK_1STSGT_FULL227,icon_alien_rank_comm225,56508193,ranked_up_644,,,,,,644,644,,RANK_SGT_FULL_N,,0
644,comm1,56508193,105136,RANK_1STSGT,RANK_1STSGT_FULL228,icon_alien_rank_comm226,56613329,ranked_up_645,,,,,,645,645,,RANK_SGT_FULL_N,,0
645,comm1,56613329,105163,RANK_1STSGT,RANK_1STSGT_FULL229,icon_alien_rank_comm227,56718492,ranked_up_646,,,,,,646,646,,RANK_SGT_FULL_N,,0
646,comm1,56718492,105190,RANK_1STSGT,RANK_1STSGT_FULL230,icon_alien_rank_comm228,56823682,ranked_up_647,,,,,,647,647,,RANK_SGT_FULL_N,,0
647,comm1,56823682,105217,RANK_1STSGT,RANK_1STSGT_FULL231,icon_alien_rank_comm229,56928899,ranked_up_648,,,,,,648,648,,RANK_SGT_FULL_N,,0
648,comm1,56928899,105244,RANK_1STSGT,RANK_1STSGT_FULL232,icon_alien_rank_comm230,57034143,ranked_up_649,,,,,,649,649,,RANK_SGT_FULL_N,,0
649,comm1,57034143,105271,RANK_1STSGT,RANK_1STSGT_FULL233,icon_alien_rank_comm231,57139415,ranked_up_650,,,,,,650,650,,RANK_SGT_FULL_N,,0
650,comm1,57139415,105299,RANK_1STSGT,RANK_1STSGT_FULL234,icon_alien_rank_comm232,57244713,ranked_up_651,,,,,,651,651,,RANK_SGT_FULL_N,,0
651,comm1,57244713,105326,RANK_1STSGT,RANK_1STSGT_FULL235,icon_alien_rank_comm233,57350039,ranked_up_652,,,,,,652,652,,RANK_SGT_FULL_N,,0
652,comm1,57350039,105353,RANK_1STSGT,RANK_1STSGT_FULL236,icon_alien_rank_comm234,57455391,ranked_up_653,,,,,,653,653,,RANK_SGT_FULL_N,,0
653,comm1,57455391,105379,RANK_1STSGT,RANK_1STSGT_FULL237,icon_alien_rank_comm235,57560771,ranked_up_654,,,,,,654,654,,RANK_SGT_FULL_N,,0
654,comm1,57560771,105406,RANK_1STSGT,RANK_1STSGT_FULL238,icon_alien_rank_comm236,57666177,ranked_up_655,,,,,,655,655,,RANK_SGT_FULL_N,,0
655,comm1,57666177,105433,RANK_1STSGT,RANK_1STSGT_FULL239,icon_alien_rank_comm237,57771610,ranked_up_656,,,,,,656,656,,RANK_SGT_FULL_N,,0
656,comm1,57771610,105460,RANK_1STSGT,RANK_1STSGT_FULL240,icon_alien_rank_comm238,57877070,ranked_up_657,,,,,,657,657,,RANK_SGT_FULL_N,,0
657,comm1,57877070,105487,RANK_1STSGT,RANK_1STSGT_FULL241,icon_alien_rank_comm239,57982557,ranked_up_658,,,,,,658,658,,RANK_SGT_FULL_N,,0
658,comm1,57982557,105513,RANK_1STSGT,RANK_1STSGT_FULL242,icon_alien_rank_comm240,58088071,ranked_up_659,,,,,,659,659,,RANK_SGT_FULL_N,,0
659,comm1,58088071,105540,RANK_1STSGT,RANK_1STSGT_FULL243,icon_alien_rank_comm241,58193611,ranked_up_660,,,,,,660,660,,RANK_SGT_FULL_N,,0
660,comm1,58193611,105567,RANK_1STSGT,RANK_1STSGT_FULL244,icon_alien_rank_comm242,58299178,ranked_up_661,,,,,,661,661,,RANK_SGT_FULL_N,,0
661,comm1,58299178,105593,RANK_1STSGT,RANK_1STSGT_FULL245,icon_alien_rank_comm243,58404771,ranked_up_662,,,,,,662,662,,RANK_SGT_FULL_N,,0
662,comm1,58404771,105620,RANK_1STSGT,RANK_1STSGT_FULL246,icon_alien_rank_comm244,58510391,ranked_up_663,,,,,,663,663,,RANK_SGT_FULL_N,,0
663,comm1,58510391,105647,RANK_1STSGT,RANK_1STSGT_FULL247,icon_alien_rank_comm245,58616037,ranked_up_664,,,,,,664,664,,RANK_SGT_FULL_N,,0
664,comm1,58616037,105673,RANK_1STSGT,RANK_1STSGT_FULL248,icon_alien_rank_comm246,58721710,ranked_up_665,,,,,,665,665,,RANK_SGT_FULL_N,,0
665,comm1,58721710,105699,RANK_1STSGT,RANK_1STSGT_FULL249,icon_alien_rank_comm247,58827410,ranked_up_666,,,,,,666,666,,RANK_SGT_FULL_N,,0
666,comm1,58827410,105726,RANK_1STSGT,RANK_1STSGT_FULL250,icon_alien_rank_comm248,58933136,ranked_up_667,,,,,,667,667,,RANK_SGT_FULL_N,,0
667,comm1,58933136,105752,RANK_1STSGT,RANK_1STSGT_FULL251,icon_alien_rank_comm249,59038888,ranked_up_668,,,,,,668,668,,RANK_SGT_FULL_N,,0
668,comm1,59038888,105779,RANK_1STSGT,RANK_1STSGT_FULL252,icon_alien_rank_comm250,59144666,ranked_up_669,,,,,,669,669,,RANK_SGT_FULL_N,,0
669,comm1,59144666,105805,RANK_1STSGT,RANK_1STSGT_FULL253,icon_alien_rank_comm251,59250471,ranked_up_670,,,,,,670,670,,RANK_SGT_FULL_N,,0
670,comm1,59250471,105831,RANK_1STSGT,RANK_1STSGT_FULL254,icon_alien_rank_comm252,59356302,ranked_up_671,,,,,,671,671,,RANK_SGT_FULL_N,,0
671,comm1,59356302,105857,RANK_1STSGT,RANK_1STSGT_FULL255,icon_alien_rank_comm253,59462160,ranked_up_672,,,,,,672,672,,RANK_SGT_FULL_N,,0
672,comm1,59462160,105883,RANK_1STSGT,RANK_1STSGT_FULL256,icon_alien_rank_comm254,59568043,ranked_up_673,,,,,,673,673,,RANK_SGT_FULL_N,,0
673,comm1,59568043,105910,RANK_1STSGT,RANK_1STSGT_FULL257,icon_alien_rank_comm255,59673953,ranked_up_674,,,,,,674,674,,RANK_SGT_FULL_N,,0
674,comm1,59673953,105936,RANK_1STSGT,RANK_1STSGT_FULL258,icon_alien_rank_comm256,59779888,ranked_up_675,,,,,,675,675,,RANK_SGT_FULL_N,,0
675,comm1,59779888,105962,RANK_1STSGT,RANK_1STSGT_FULL259,icon_alien_rank_comm257,59885850,ranked_up_676,,,,,,676,676,,RANK_SGT_FULL_N,,0
676,comm1,59885850,105988,RANK_1STSGT,RANK_1STSGT_FULL260,icon_alien_rank_comm258,59991838,ranked_up_677,,,,,,677,677,,RANK_SGT_FULL_N,,0
677,comm1,59991838,106014,RANK_1STSGT,RANK_1STSGT_FULL261,icon_alien_rank_comm259,60097852,ranked_up_678,,,,,,678,678,,RANK_SGT_FULL_N,,0
678,comm1,60097852,106040,RANK_1STSGT,RANK_1STSGT_FULL262,icon_alien_rank_comm260,60203891,ranked_up_679,,,,,,679,679,,RANK_SGT_FULL_N,,0
679,comm1,60203891,106066,RANK_1STSGT,RANK_1STSGT_FULL263,icon_alien_rank_comm261,60309957,ranked_up_680,,,,,,680,680,,RANK_SGT_FULL_N,,0
680,comm1,60309957,106091,RANK_1STSGT,RANK_1STSGT_FULL264,icon_alien_rank_comm262,60416048,ranked_up_681,,,,,,681,681,,RANK_SGT_FULL_N,,0
681,comm1,60416048,106117,RANK_1STSGT,RANK_1STSGT_FULL265,icon_alien_rank_comm263,60522165,ranked_up_682,,,,,,682,682,,RANK_SGT_FULL_N,,0
682,comm1,60522165,106143,RANK_1STSGT,RANK_1STSGT_FULL266,icon_alien_rank_comm264,60628308,ranked_up_683,,,,,,683,683,,RANK_SGT_FULL_N,,0
683,comm1,60628308,106169,RANK_1STSGT,RANK_1STSGT_FULL267,icon_alien_rank_comm265,60734477,ranked_up_684,,,,,,684,684,,RANK_SGT_FULL_N,,0
684,comm1,60734477,106195,RANK_1STSGT,RANK_1STSGT_FULL268,icon_alien_rank_comm266,60840672,ranked_up_685,,,,,,685,685,,RANK_SGT_FULL_N,,0
685,comm1,60840672,106220,RANK_1STSGT,RANK_1STSGT_FULL269,icon_alien_rank_comm267,60946892,ranked_up_686,,,,,,686,686,,RANK_SGT_FULL_N,,0
686,comm1,60946892,106246,RANK_1STSGT,RANK_1STSGT_FULL270,icon_alien_rank_comm268,61053138,ranked_up_687,,,,,,687,687,,RANK_SGT_FULL_N,,0
687,comm1,61053138,106271,RANK_1STSGT,RANK_1STSGT_FULL271,icon_alien_rank_comm269,61159409,ranked_up_688,,,,,,688,688,,RANK_SGT_FULL_N,,0
688,comm1,61159409,106297,RANK_1STSGT,RANK_1STSGT_FULL272,icon_alien_rank_comm270,61265706,ranked_up_689,,,,,,689,689,,RANK_SGT_FULL_N,,0
689,comm1,61265706,106323,RANK_1STSGT,RANK_1STSGT_FULL273,icon_alien_rank_comm271,61372029,ranked_up_690,,,,,,690,690,,RANK_SGT_FULL_N,,0
690,comm1,61372029,106348,RANK_1STSGT,RANK_1STSGT_FULL274,icon_alien_rank_comm272,61478377,ranked_up_691,,,,,,691,691,,RANK_SGT_FULL_N,,0
691,comm1,61478377,106373,RANK_1STSGT,RANK_1STSGT_FULL275,icon_alien_rank_comm273,61584750,ranked_up_692,,,,,,692,692,,RANK_SGT_FULL_N,,0
692,comm1,61584750,106399,RANK_1STSGT,RANK_1STSGT_FULL276,icon_alien_rank_comm274,61691149,ranked_up_693,,,,,,693,693,,RANK_SGT_FULL_N,,0
693,comm1,61691149,106424,RANK_1STSGT,RANK_1STSGT_FULL277,icon_alien_rank_comm275,61797573,ranked_up_694,,,,,,694,694,,RANK_SGT_FULL_N,,0
694,comm1,61797573,106450,RANK_1STSGT,RANK_1STSGT_FULL278,icon_alien_rank_comm276,61904023,ranked_up_695,,,,,,695,695,,RANK_SGT_FULL_N,,0
695,comm1,61904023,106475,RANK_1STSGT,RANK_1STSGT_FULL279,icon_alien_rank_comm277,62010498,ranked_up_696,,,,,,696,696,,RANK_SGT_FULL_N,,0
696,comm1,62010498,106500,RANK_1STSGT,RANK_1STSGT_FULL280,icon_alien_rank_comm278,62116998,ranked_up_697,,,,,,697,697,,RANK_SGT_FULL_N,,0
697,comm1,62116998,106525,RANK_1STSGT,RANK_1STSGT_FULL281,icon_alien_rank_comm279,62223523,ranked_up_698,,,,,,698,698,,RANK_SGT_FULL_N,,0
698,comm1,62223523,106551,RANK_1STSGT,RANK_1STSGT_FULL282,icon_alien_rank_comm280,62330074,ranked_up_699,,,,,,699,699,,RANK_SGT_FULL_N,,0
699,comm1,62330074,106576,RANK_1STSGT,RANK_1STSGT_FULL283,icon_alien_rank_comm281,62436650,ranked_up_700,,,,,,700,700,,RANK_SGT_FULL_N,,0
700,comm1,62436650,106601,RANK_1STSGT,RANK_1STSGT_FULL284,icon_alien_rank_comm282,62543250,ranked_up_701,,,,,,701,701,,RANK_SGT_FULL_N,,0
701,comm1,62543250,106626,RANK_1STSGT,RANK_1STSGT_FULL285,icon_alien_rank_comm283,62649876,ranked_up_702,,,,,,702,702,,RANK_SGT_FULL_N,,0
702,comm1,62649876,106651,RANK_1STSGT,RANK_1STSGT_FULL286,icon_alien_rank_comm284,62756528,ranked_up_703,,,,,,703,703,,RANK_SGT_FULL_N,,0
703,comm1,62756528,106676,RANK_1STSGT,RANK_1STSGT_FULL287,icon_alien_rank_comm285,62863204,ranked_up_704,,,,,,704,704,,RANK_SGT_FULL_N,,0
704,comm1,62863204,106701,RANK_1STSGT,RANK_1STSGT_FULL288,icon_alien_rank_comm286,62969905,ranked_up_705,,,,,,705,705,,RANK_SGT_FULL_N,,0
705,comm1,62969905,106726,RANK_1STSGT,RANK_1STSGT_FULL289,icon_alien_rank_comm287,63076631,ranked_up_706,,,,,,706,706,,RANK_SGT_FULL_N,,0
706,comm1,63076631,106751,RANK_1STSGT,RANK_1STSGT_FULL290,icon_alien_rank_comm288,63183381,ranked_up_707,,,,,,707,707,,RANK_SGT_FULL_N,,0
707,comm1,63183381,106776,RANK_1STSGT,RANK_1STSGT_FULL291,icon_alien_rank_comm289,63290157,ranked_up_708,,,,,,708,708,,RANK_SGT_FULL_N,,0
708,comm1,63290157,106801,RANK_1STSGT,RANK_1STSGT_FULL292,icon_alien_rank_comm290,63396958,ranked_up_709,,,,,,709,709,,RANK_SGT_FULL_N,,0
709,comm1,63396958,106825,RANK_1STSGT,RANK_1STSGT_FULL293,icon_alien_rank_comm291,63503783,ranked_up_710,,,,,,710,710,,RANK_SGT_FULL_N,,0
710,comm1,63503783,106850,RANK_1STSGT,RANK_1STSGT_FULL294,icon_alien_rank_comm292,63610633,ranked_up_711,,,,,,711,711,,RANK_SGT_FULL_N,,0
711,comm1,63610633,106875,RANK_1STSGT,RANK_1STSGT_FULL295,icon_alien_rank_comm293,63717508,ranked_up_712,,,,,,712,712,,RANK_SGT_FULL_N,,0
712,comm1,63717508,106900,RANK_1STSGT,RANK_1STSGT_FULL296,icon_alien_rank_comm294,63824408,ranked_up_713,,,,,,713,713,,RANK_SGT_FULL_N,,0
713,comm1,63824408,106924,RANK_1STSGT,RANK_1STSGT_FULL297,icon_alien_rank_comm295,63931332,ranked_up_714,,,,,,714,714,,RANK_SGT_FULL_N,,0
714,comm1,63931332,106949,RANK_1STSGT,RANK_1STSGT_FULL298,icon_alien_rank_comm296,64038281,ranked_up_715,,,,,,715,715,,RANK_SGT_FULL_N,,0
715,comm1,64038281,106974,RANK_1STSGT,RANK_1STSGT_FULL299,icon_alien_rank_comm297,64145255,ranked_up_716,,,,,,716,716,,RANK_SGT_FULL_N,,0
716,comm1,64145255,106998,RANK_1STSGT,RANK_1STSGT_FULL300,icon_alien_rank_comm298,64252253,ranked_up_717,,,,,,717,717,,RANK_SGT_FULL_N,,0
717,comm1,64252253,107023,RANK_1STSGT,RANK_1STSGT_FULL301,icon_alien_rank_comm299,64359276,ranked_up_718,,,,,,718,718,,RANK_SGT_FULL_N,,0
718,comm1,64359276,107047,RANK_1STSGT,RANK_1STSGT_FULL302,icon_alien_rank_comm300,64466323,ranked_up_719,,,,,,719,719,,RANK_SGT_FULL_N,,0
719,comm1,64466323,107072,RANK_1STSGT,RANK_1STSGT_FULL303,icon_alien_rank_comm301,64573394,ranked_up_720,,,,,,720,720,,RANK_SGT_FULL_N,,0
720,comm1,64573394,107096,RANK_1STSGT,RANK_1STSGT_FULL304,icon_alien_rank_comm302,64680490,ranked_up_721,,,,,,721,721,,RANK_SGT_FULL_N,,0
721,comm1,64680490,107120,RANK_1STSGT,RANK_1STSGT_FULL305,icon_alien_rank_comm303,64787611,ranked_up_722,,,,,,722,722,,RANK_SGT_FULL_N,,0
722,comm1,64787611,107145,RANK_1STSGT,RANK_1STSGT_FULL306,icon_alien_rank_comm304,64894756,ranked_up_723,,,,,,723,723,,RANK_SGT_FULL_N,,0
723,comm1,64894756,107169,RANK_1STSGT,RANK_1STSGT_FULL307,icon_alien_rank_comm305,65001925,ranked_up_724,,,,,,724,724,,RANK_SGT_FULL_N,,0
724,comm1,65001925,107193,RANK_1STSGT,RANK_1STSGT_FULL308,icon_alien_rank_comm306,65109118,ranked_up_725,,,,,,725,725,,RANK_SGT_FULL_N,,0
725,comm1,65109118,107218,RANK_1STSGT,RANK_1STSGT_FULL309,icon_alien_rank_comm307,65216336,ranked_up_726,,,,,,726,726,,RANK_SGT_FULL_N,,0
726,comm1,65216336,107242,RANK_1STSGT,RANK_1STSGT_FULL310,icon_alien_rank_comm308,65323578,ranked_up_727,,,,,,727,727,,RANK_SGT_FULL_N,,0
727,comm1,65323578,107266,RANK_1STSGT,RANK_1STSGT_FULL311,icon_alien_rank_comm309,65430844,ranked_up_728,,,,,,728,728,,RANK_SGT_FULL_N,,0
728,comm1,65430844,107290,RANK_1STSGT,RANK_1STSGT_FULL312,icon_alien_rank_comm310,65538134,ranked_up_729,,,,,,729,729,,RANK_SGT_FULL_N,,0
729,comm1,65538134,107314,RANK_1STSGT,RANK_1STSGT_FULL313,icon_alien_rank_comm311,65645448,ranked_up_730,,,,,,730,730,,RANK_SGT_FULL_N,,0
730,comm1,65645448,107338,RANK_1STSGT,RANK_1STSGT_FULL314,icon_alien_rank_comm312,65752787,ranked_up_731,,,,,,731,731,,RANK_SGT_FULL_N,,0
731,comm1,65752787,107363,RANK_1STSGT,RANK_1STSGT_FULL315,icon_alien_rank_comm313,65860149,ranked_up_732,,,,,,732,732,,RANK_SGT_FULL_N,,0
732,comm1,65860149,107387,RANK_1STSGT,RANK_1STSGT_FULL316,icon_alien_rank_comm314,65967536,ranked_up_733,,,,,,733,733,,RANK_SGT_FULL_N,,0
733,comm1,65967536,107411,RANK_1STSGT,RANK_1STSGT_FULL317,icon_alien_rank_comm315,66074947,ranked_up_734,,,,,,734,734,,RANK_SGT_FULL_N,,0
734,comm1,66074947,107435,RANK_1STSGT,RANK_1STSGT_FULL318,icon_alien_rank_comm316,66182381,ranked_up_735,,,,,,735,735,,RANK_SGT_FULL_N,,0
735,comm1,66182381,107458,RANK_1STSGT,RANK_1STSGT_FULL319,icon_alien_rank_comm317,66289840,ranked_up_736,,,,,,736,736,,RANK_SGT_FULL_N,,0
736,comm1,66289840,107482,RANK_1STSGT,RANK_1STSGT_FULL320,icon_alien_rank_comm318,66397322,ranked_up_737,,,,,,737,737,,RANK_SGT_FULL_N,,0
737,comm1,66397322,107506,RANK_1STSGT,RANK_1STSGT_FULL321,icon_alien_rank_comm319,66504828,ranked_up_738,,,,,,738,738,,RANK_SGT_FULL_N,,0
738,comm1,66504828,107530,RANK_1STSGT,RANK_1STSGT_FULL322,icon_alien_rank_comm320,66612358,ranked_up_739,,,,,,739,739,,RANK_SGT_FULL_N,,0
739,comm1,66612358,107554,RANK_1STSGT,RANK_1STSGT_FULL323,icon_alien_rank_comm321,66719912,ranked_up_740,,,,,,740,740,,RANK_SGT_FULL_N,,0
740,comm1,66719912,107578,RANK_1STSGT,RANK_1STSGT_FULL324,icon_alien_rank_comm322,66827490,ranked_up_741,,,,,,741,741,,RANK_SGT_FULL_N,,0
741,comm1,66827490,107601,RANK_1STSGT,RANK_1STSGT_FULL325,icon_alien_rank_comm323,66935091,ranked_up_742,,,,,,742,742,,RANK_SGT_FULL_N,,0
742,comm1,66935091,107625,RANK_1STSGT,RANK_1STSGT_FULL326,icon_alien_rank_comm324,67042716,ranked_up_743,,,,,,743,743,,RANK_SGT_FULL_N,,0
743,comm1,67042716,107649,RANK_1STSGT,RANK_1STSGT_FULL327,icon_alien_rank_comm325,67150365,ranked_up_744,,,,,,744,744,,RANK_SGT_FULL_N,,0
744,comm1,67150365,107672,RANK_1STSGT,RANK_1STSGT_FULL328,icon_alien_rank_comm326,67258037,ranked_up_745,,,,,,745,745,,RANK_SGT_FULL_N,,0
745,comm1,67258037,107696,RANK_1STSGT,RANK_1STSGT_FULL329,icon_alien_rank_comm327,67365733,ranked_up_746,,,,,,746,746,,RANK_SGT_FULL_N,,0
746,comm1,67365733,107720,RANK_1STSGT,RANK_1STSGT_FULL330,icon_alien_rank_comm328,67473453,ranked_up_747,,,,,,747,747,,RANK_SGT_FULL_N,,0
747,comm1,67473453,107743,RANK_1STSGT,RANK_1STSGT_FULL331,icon_alien_rank_comm329,67581196,ranked_up_748,,,,,,748,748,,RANK_SGT_FULL_N,,0
748,comm1,67581196,107767,RANK_1STSGT,RANK_1STSGT_FULL332,icon_alien_rank_comm330,67688963,ranked_up_749,,,,,,749,749,,RANK_SGT_FULL_N,,0
749,comm1,67688963,107790,RANK_1STSGT,RANK_1STSGT_FULL333,icon_alien_rank_comm331,67796753,ranked_up_750,,,,,,750,750,,RANK_SGT_FULL_N,,0
750,comm1,67796753,107814,RANK_1STSGT,RANK_1STSGT_FULL334,icon_alien_rank_comm332,67904567,ranked_up_751,,,,,,751,751,,RANK_SGT_FULL_N,,0
751,comm1,67904567,107837,RANK_1STSGT,RANK_1STSGT_FULL335,icon_alien_rank_comm333,68012404,ranked_up_752,,,,,,752,752,,RANK_SGT_FULL_N,,0
752,comm1,68012404,107860,RANK_1STSGT,RANK_1STSGT_FULL336,icon_alien_rank_comm334,68120264,ranked_up_753,,,,,,753,753,,RANK_SGT_FULL_N,,0
753,comm1,68120264,107884,RANK_1STSGT,RANK_1STSGT_FULL337,icon_alien_rank_comm335,68228148,ranked_up_754,,,,,,754,754,,RANK_SGT_FULL_N,,0
754,comm1,68228148,107907,RANK_1STSGT,RANK_1STSGT_FULL338,icon_alien_rank_comm336,68336055,ranked_up_755,,,,,,755,755,,RANK_SGT_FULL_N,,0
755,comm1,68336055,107930,RANK_1STSGT,RANK_1STSGT_FULL339,icon_alien_rank_comm337,68443985,ranked_up_756,,,,,,756,756,,RANK_SGT_FULL_N,,0
756,comm1,68443985,107954,RANK_1STSGT,RANK_1STSGT_FULL340,icon_alien_rank_comm338,68551939,ranked_up_757,,,,,,757,757,,RANK_SGT_FULL_N,,0
757,comm1,68551939,107977,RANK_1STSGT,RANK_1STSGT_FULL341,icon_alien_rank_comm339,68659916,ranked_up_758,,,,,,758,758,,RANK_SGT_FULL_N,,0
758,comm1,68659916,108000,RANK_1STSGT,RANK_1STSGT_FULL342,icon_alien_rank_comm340,68767916,ranked_up_759,,,,,,759,759,,RANK_SGT_FULL_N,,0
759,comm1,68767916,108023,RANK_1STSGT,RANK_1STSGT_FULL343,icon_alien_rank_comm341,68875939,ranked_up_760,,,,,,760,760,,RANK_SGT_FULL_N,,0
760,comm1,68875939,108046,RANK_1STSGT,RANK_1STSGT_FULL344,icon_alien_rank_comm342,68983986,ranked_up_761,,,,,,761,761,,RANK_SGT_FULL_N,,0
761,comm1,68983986,108070,RANK_1STSGT,RANK_1STSGT_FULL345,icon_alien_rank_comm343,69092055,ranked_up_762,,,,,,762,762,,RANK_SGT_FULL_N,,0
762,comm1,69092055,108093,RANK_1STSGT,RANK_1STSGT_FULL346,icon_alien_rank_comm344,69200148,ranked_up_763,,,,,,763,763,,RANK_SGT_FULL_N,,0
763,comm1,69200148,108116,RANK_1STSGT,RANK_1STSGT_FULL347,icon_alien_rank_comm345,69308264,ranked_up_764,,,,,,764,764,,RANK_SGT_FULL_N,,0
764,comm1,69308264,108139,RANK_1STSGT,RANK_1STSGT_FULL348,icon_alien_rank_comm346,69416402,ranked_up_765,,,,,,765,765,,RANK_SGT_FULL_N,,0
765,comm1,69416402,108162,RANK_1STSGT,RANK_1STSGT_FULL349,icon_alien_rank_comm347,69524564,ranked_up_766,,,,,,766,766,,RANK_SGT_FULL_N,,0
766,comm1,69524564,108185,RANK_1STSGT,RANK_1STSGT_FULL350,icon_alien_rank_comm348,69632749,ranked_up_767,,,,,,767,767,,RANK_SGT_FULL_N,,0
767,comm1,69632749,108208,RANK_1STSGT,RANK_1STSGT_FULL351,icon_alien_rank_comm349,69740956,ranked_up_768,,,,,,768,768,,RANK_SGT_FULL_N,,0
768,comm1,69740956,108231,RANK_1STSGT,RANK_1STSGT_FULL352,icon_alien_rank_comm350,69849187,ranked_up_769,,,,,,769,769,,RANK_SGT_FULL_N,,0
769,comm1,69849187,108253,RANK_1STSGT,RANK_1STSGT_FULL353,icon_alien_rank_comm351,69957440,ranked_up_770,,,,,,770,770,,RANK_SGT_FULL_N,,0
770,comm1,69957440,108276,RANK_1STSGT,RANK_1STSGT_FULL354,icon_alien_rank_comm352,70065717,ranked_up_771,,,,,,771,771,,RANK_SGT_FULL_N,,0
771,comm1,70065717,108299,RANK_1STSGT,RANK_1STSGT_FULL355,icon_alien_rank_comm353,70174016,ranked_up_772,,,,,,772,772,,RANK_SGT_FULL_N,,0
